date,max_temp,min_temp,avg_temp,precipitation,snowfall,snow_depth,location,latitude,longitude
1/22/15,41,31,36,0,0,0,JFK,40.64749,-73.7799821
1/23/15,39,28,33.5, , ,0,JFK,40.64749,-73.7799821
1/24/15,40,33,36.5,0.75,3.4,3,JFK,40.64749,-73.7799821
1/25/15,45,32,38.5,0,0, ,JFK,40.64749,-73.7799821
1/26/15,32,24,28,0.33,5.1, ,JFK,40.64749,-73.7799821
1/27/15,27,20,23.5,0.31,5.6,9,JFK,40.64749,-73.7799821
1/28/15,33,17,25,0,0,10,JFK,40.64749,-73.7799821
1/29/15,37,17,27,0.01, ,9,JFK,40.64749,-73.7799821
1/30/15,38,19,28.5,0.04,0.6,9,JFK,40.64749,-73.7799821
1/31/15,27,14,20.5,0,0,7,JFK,40.64749,-73.7799821
2/1/15,36,21,28.5,0.03,0.3,7,JFK,40.64749,-73.7799821
2/2/15,35,15,25,1.18,4.2,8,JFK,40.64749,-73.7799821
2/3/15,26,14,20,0,0,8,JFK,40.64749,-73.7799821
2/4/15,39,22,30.5,0,0,8,JFK,40.64749,-73.7799821
2/5/15,39,15,27, ,0.1,5,JFK,40.64749,-73.7799821
2/6/15,27,13,20,0,0,5,JFK,40.64749,-73.7799821
2/7/15,37,25,31, , ,4,JFK,40.64749,-73.7799821
2/8/15,42,29,35.5,0,0,4,JFK,40.64749,-73.7799821
2/9/15,29,26,27.5,0.14,0.1,2,JFK,40.64749,-73.7799821
2/10/15,40,26,33, , ,2,JFK,40.64749,-73.7799821
2/11/15,35,23,29,0,0,2,JFK,40.64749,-73.7799821
2/12/15,40,18,29, , ,1,JFK,40.64749,-73.7799821
2/13/15,23,9,16,0,0,1,JFK,40.64749,-73.7799821
2/14/15,35,16,25.5,0.01,0.4,1,JFK,40.64749,-73.7799821
2/15/15,27,5,16,0.01,0.3,1,JFK,40.64749,-73.7799821
2/16/15,23,5,14,0,0,1,JFK,40.64749,-73.7799821
2/17/15,27,16,21.5,0.19,3.5,4,JFK,40.64749,-73.7799821
2/18/15,31,15,23, , ,3,JFK,40.64749,-73.7799821
2/19/15,27,9,18,0,0,2,JFK,40.64749,-73.7799821
2/20/15,21,3,12,0,0,2,JFK,40.64749,-73.7799821
2/21/15,33,11,22,0.59,4.5,1,JFK,40.64749,-73.7799821
2/22/15,43,32,37.5,0.2,0.2,5,JFK,40.64749,-73.7799821
2/23/15,38,9,23.5,0,0,3,JFK,40.64749,-73.7799821
2/24/15,28,7,17.5,0,0,3,JFK,40.64749,-73.7799821
2/25/15,37,19,28,0,0,2,JFK,40.64749,-73.7799821
2/26/15,32,23,27.5, , ,2,JFK,40.64749,-73.7799821
2/27/15,32,20,26,0,0,2,JFK,40.64749,-73.7799821
2/28/15,31,15,23,0,0,1,JFK,40.64749,-73.7799821
3/1/15,33,20,26.5,0.51,3.1,1,JFK,40.64749,-73.7799821
3/2/15,39,28,33.5, , ,4,JFK,40.64749,-73.7799821
3/3/15,36,19,27.5,0.7,1.2,3,JFK,40.64749,-73.7799821
3/4/15,41,33,37,0.3,0,3,JFK,40.64749,-73.7799821
3/5/15,41,21,31,0.73,5.8,1,JFK,40.64749,-73.7799821
3/6/15,25,13,19,0,0,7,JFK,40.64749,-73.7799821
3/7/15,37,16,26.5,0,0,6,JFK,40.64749,-73.7799821
3/8/15,48,30,39, , ,4,JFK,40.64749,-73.7799821
3/9/15,54,32,43,0.02,0,2,JFK,40.64749,-73.7799821
3/10/15,50,34,42,0.49,0,1,JFK,40.64749,-73.7799821
3/11/15,62,40,51,0.02,0,0,JFK,40.64749,-73.7799821
3/12/15,50,36,43,0,0,0,JFK,40.64749,-73.7799821
3/13/15,41,30,35.5,0,0,0,JFK,40.64749,-73.7799821
3/14/15,49,39,44,1.11,0,0,JFK,40.64749,-73.7799821
3/15/15,46,37,41.5,0,0,0,JFK,40.64749,-73.7799821
3/16/15,50,36,43,0,0,0,JFK,40.64749,-73.7799821
3/17/15,60,34,47,0.02,0,0,JFK,40.64749,-73.7799821
3/18/15,41,30,35.5, , ,0,JFK,40.64749,-73.7799821
3/19/15,44,30,37,0,0,0,JFK,40.64749,-73.7799821
3/20/15,40,31,35.5,0.33,3,0,JFK,40.64749,-73.7799821
3/21/15,48,30,39,0.02, ,3,JFK,40.64749,-73.7799821
3/22/15,45,28,36.5,0,0,0,JFK,40.64749,-73.7799821
3/23/15,41,24,32.5,0,0,0,JFK,40.64749,-73.7799821
3/24/15,43,26,34.5,0,0,0,JFK,40.64749,-73.7799821
3/25/15,46,30,38,0.12,0,0,JFK,40.64749,-73.7799821
3/26/15,54,41,47.5,0.25,0,0,JFK,40.64749,-73.7799821
3/27/15,47,41,44,0.23,0,0,JFK,40.64749,-73.7799821
3/28/15,42,28,35, , ,0,JFK,40.64749,-73.7799821
3/29/15,46,27,36.5,0, ,0,JFK,40.64749,-73.7799821
3/30/15,58,36,47, , ,0,JFK,40.64749,-73.7799821
3/31/15,48,37,42.5,0.03,0,0,JFK,40.64749,-73.7799821
4/1/15,53,34,43.5,0,0,0,JFK,40.64749,-73.7799821
4/2/15,57,33,45, ,0,0,JFK,40.64749,-73.7799821
4/3/15,59,46,52.5,0.11,0,0,JFK,40.64749,-73.7799821
4/4/15,56,44,50, ,0,0,JFK,40.64749,-73.7799821
4/5/15,65,38,51.5,0,0,0,JFK,40.64749,-73.7799821
4/6/15,60,39,49.5,0,0,0,JFK,40.64749,-73.7799821
4/7/15,57,44,50.5,0.03,0,0,JFK,40.64749,-73.7799821
4/8/15,49,36,42.5,0.01,0,0,JFK,40.64749,-73.7799821
4/9/15,44,38,41, ,0,0,JFK,40.64749,-73.7799821
4/10/15,58,40,49,0.19,0,0,JFK,40.64749,-73.7799821
4/11/15,61,45,53,0,0,0,JFK,40.64749,-73.7799821
4/12/15,61,43,52,0,0,0,JFK,40.64749,-73.7799821
4/13/15,62,43,52.5,0,0,0,JFK,40.64749,-73.7799821
4/14/15,66,50,58,0.04,0,0,JFK,40.64749,-73.7799821
4/15/15,72,50,61,0,0,0,JFK,40.64749,-73.7799821
4/16/15,60,48,54,0,0,0,JFK,40.64749,-73.7799821
4/17/15,69,52,60.5,0.11,0,0,JFK,40.64749,-73.7799821
4/18/15,73,51,62,0,0,0,JFK,40.64749,-73.7799821
4/19/15,62,47,54.5,0,0,0,JFK,40.64749,-73.7799821
4/20/15,58,47,52.5,0.87,0,0,JFK,40.64749,-73.7799821
4/21/15,67,50,58.5,0.06,0,0,JFK,40.64749,-73.7799821
4/22/15,63,46,54.5,0.19,0,0,JFK,40.64749,-73.7799821
4/23/15,54,42,48, ,0,0,JFK,40.64749,-73.7799821
4/24/15,52,39,45.5,0,0,0,JFK,40.64749,-73.7799821
4/25/15,59,39,49,0,0,0,JFK,40.64749,-73.7799821
4/26/15,59,43,51,0,0,0,JFK,40.64749,-73.7799821
4/27/15,63,49,56,0,0,0,JFK,40.64749,-73.7799821
4/28/15,71,51,61,0,0,0,JFK,40.64749,-73.7799821
4/29/15,77,50,63.5,0,0,0,JFK,40.64749,-73.7799821
4/30/15,63,48,55.5,0,0,0,JFK,40.64749,-73.7799821
5/1/15,56,47,51.5,0,0,0,JFK,40.64749,-73.7799821
5/2/15,61,43,52,0,0,0,JFK,40.64749,-73.7799821
5/3/15,67,46,56.5,0,0,0,JFK,40.64749,-73.7799821
5/4/15,74,50,62,0,0,0,JFK,40.64749,-73.7799821
5/5/15,82,55,68.5,0,0,0,JFK,40.64749,-73.7799821
5/6/15,70,54,62, ,0,0,JFK,40.64749,-73.7799821
5/7/15,72,51,61.5,0,0,0,JFK,40.64749,-73.7799821
5/8/15,72,53,62.5,0,0,0,JFK,40.64749,-73.7799821
5/9/15,64,58,61,0.02,0,0,JFK,40.64749,-73.7799821
5/10/15,74,58,66,0,0,0,JFK,40.64749,-73.7799821
5/11/15,77,62,69.5,0,0,0,JFK,40.64749,-73.7799821
5/12/15,87,65,76,0.01,0,0,JFK,40.64749,-73.7799821
5/13/15,73,55,64,0,0,0,JFK,40.64749,-73.7799821
5/14/15,71,51,61,0,0,0,JFK,40.64749,-73.7799821
5/15/15,71,53,62, ,0,0,JFK,40.64749,-73.7799821
5/16/15,70,58,64,0.41,0,0,JFK,40.64749,-73.7799821
5/17/15,81,61,71, ,0,0,JFK,40.64749,-73.7799821
5/18/15,68,57,62.5,0,0,0,JFK,40.64749,-73.7799821
5/19/15,75,57,66, ,0,0,JFK,40.64749,-73.7799821
5/20/15,69,54,61.5,0,0,0,JFK,40.64749,-73.7799821
5/21/15,62,52,57, ,0,0,JFK,40.64749,-73.7799821
5/22/15,79,54,66.5, ,0,0,JFK,40.64749,-73.7799821
5/23/15,68,51,59.5,0,0,0,JFK,40.64749,-73.7799821
5/24/15,74,53,63.5,0,0,0,JFK,40.64749,-73.7799821
5/25/15,77,57,67,0,0,0,JFK,40.64749,-73.7799821
5/26/15,76,60,68,0,0,0,JFK,40.64749,-73.7799821
5/27/15,74,61,67.5, ,0,0,JFK,40.64749,-73.7799821
5/28/15,78,60,69,0,0,0,JFK,40.64749,-73.7799821
5/29/15,80,63,71.5,0,0,0,JFK,40.64749,-73.7799821
5/30/15,78,62,70,0,0,0,JFK,40.64749,-73.7799821
5/31/15,79,63,71,0.02,0,0,JFK,40.64749,-73.7799821
6/1/15,63,52,57.5,0.78,0,0,JFK,40.64749,-73.7799821
6/2/15,56,51,53.5,0.34,0,0,JFK,40.64749,-73.7799821
6/3/15,68,53,60.5, ,0,0,JFK,40.64749,-73.7799821
6/4/15,67,55,61,0,0,0,JFK,40.64749,-73.7799821
6/5/15,69,57,63, ,0,0,JFK,40.64749,-73.7799821
6/6/15,79,59,69,0.2,0,0,JFK,40.64749,-73.7799821
6/7/15,71,56,63.5,0,0,0,JFK,40.64749,-73.7799821
6/8/15,73,61,67,0.02,0,0,JFK,40.64749,-73.7799821
6/9/15,85,64,74.5, ,0,0,JFK,40.64749,-73.7799821
6/10/15,79,65,72,0,0,0,JFK,40.64749,-73.7799821
6/11/15,87,66,76.5, ,0,0,JFK,40.64749,-73.7799821
6/12/15,85,71,78,0,0,0,JFK,40.64749,-73.7799821
6/13/15,88,67,77.5,0,0,0,JFK,40.64749,-73.7799821
6/14/15,86,66,76,0.31,0,0,JFK,40.64749,-73.7799821
6/15/15,81,66,73.5,1.09,0,0,JFK,40.64749,-73.7799821
6/16/15,79,66,72.5,0.08,0,0,JFK,40.64749,-73.7799821
6/17/15,81,66,73.5,0,0,0,JFK,40.64749,-73.7799821
6/18/15,71,65,68, ,0,0,JFK,40.64749,-73.7799821
6/19/15,89,67,78, ,0,0,JFK,40.64749,-73.7799821
6/20/15,75,67,71,0.32,0,0,JFK,40.64749,-73.7799821
6/21/15,90,71,80.5,0.51,0,0,JFK,40.64749,-73.7799821
6/22/15,89,74,81.5,0,0,0,JFK,40.64749,-73.7799821
6/23/15,89,72,80.5,0.02,0,0,JFK,40.64749,-73.7799821
6/24/15,86,69,77.5,0,0,0,JFK,40.64749,-73.7799821
6/25/15,82,67,74.5, ,0,0,JFK,40.64749,-73.7799821
6/26/15,81,69,75,0,0,0,JFK,40.64749,-73.7799821
6/27/15,71,62,66.5,1.02,0,0,JFK,40.64749,-73.7799821
6/28/15,76,64,70,0.3,0,0,JFK,40.64749,-73.7799821
6/29/15,79,64,71.5,0,0,0,JFK,40.64749,-73.7799821
6/30/15,81,66,73.5, ,0,0,JFK,40.64749,-73.7799821
7/1/15,85,71,78,0.26,0,0,JFK,40.64749,-73.7799821
7/2/15,80,69,74.5,0.03,0,0,JFK,40.64749,-73.7799821
7/3/15,82,65,73.5,0,0,0,JFK,40.64749,-73.7799821
7/4/15,80,67,73.5,0.01,0,0,JFK,40.64749,-73.7799821
7/5/15,81,67,74,0,0,0,JFK,40.64749,-73.7799821
7/6/15,83,69,76,0,0,0,JFK,40.64749,-73.7799821
7/7/15,84,74,79, ,0,0,JFK,40.64749,-73.7799821
7/8/15,89,74,81.5,0.53,0,0,JFK,40.64749,-73.7799821
7/9/15,77,72,74.5,0.32,0,0,JFK,40.64749,-73.7799821
7/10/15,86,73,79.5,0,0,0,JFK,40.64749,-73.7799821
7/11/15,86,70,78,0,0,0,JFK,40.64749,-73.7799821
7/12/15,86,71,78.5,0,0,0,JFK,40.64749,-73.7799821
7/13/15,84,72,78,0,0,0,JFK,40.64749,-73.7799821
7/14/15,80,73,76.5,0.13,0,0,JFK,40.64749,-73.7799821
7/15/15,82,73,77.5,0.04,0,0,JFK,40.64749,-73.7799821
7/16/15,79,66,72.5,0,0,0,JFK,40.64749,-73.7799821
7/17/15,80,67,73.5,0,0,0,JFK,40.64749,-73.7799821
7/18/15,83,73,78,0.02,0,0,JFK,40.64749,-73.7799821
7/19/15,89,75,82,0,0,0,JFK,40.64749,-73.7799821
7/20/15,95,79,87,0,0,0,JFK,40.64749,-73.7799821
7/21/15,89,76,82.5, ,0,0,JFK,40.64749,-73.7799821
7/22/15,89,72,80.5,0,0,0,JFK,40.64749,-73.7799821
7/23/15,88,70,79,0,0,0,JFK,40.64749,-73.7799821
7/24/15,87,68,77.5,0,0,0,JFK,40.64749,-73.7799821
7/25/15,84,70,77,0,0,0,JFK,40.64749,-73.7799821
7/26/15,87,71,79, ,0,0,JFK,40.64749,-73.7799821
7/27/15,85,75,80, ,0,0,JFK,40.64749,-73.7799821
7/28/15,89,73,81,0,0,0,JFK,40.64749,-73.7799821
7/29/15,95,74,84.5,0,0,0,JFK,40.64749,-73.7799821
7/30/15,85,76,80.5,0.97,0,0,JFK,40.64749,-73.7799821
7/31/15,93,73,83,0,0,0,JFK,40.64749,-73.7799821
8/1/15,91,74,82.5,0,0,0,JFK,40.64749,-73.7799821
8/2/15,87,70,78.5,0,0,0,JFK,40.64749,-73.7799821
8/3/15,89,71,80,0,0,0,JFK,40.64749,-73.7799821
8/4/15,92,70,81,0.01,0,0,JFK,40.64749,-73.7799821
8/5/15,91,71,81,0,0,0,JFK,40.64749,-73.7799821
8/6/15,86,69,77.5,0,0,0,JFK,40.64749,-73.7799821
8/7/15,86,69,77.5,0,0,0,JFK,40.64749,-73.7799821
8/8/15,83,67,75,0,0,0,JFK,40.64749,-73.7799821
8/9/15,87,66,76.5,0,0,0,JFK,40.64749,-73.7799821
8/10/15,81,68,74.5,0,0,0,JFK,40.64749,-73.7799821
8/11/15,81,72,76.5,1.13,0,0,JFK,40.64749,-73.7799821
8/12/15,88,73,80.5, ,0,0,JFK,40.64749,-73.7799821
8/13/15,87,69,78,0,0,0,JFK,40.64749,-73.7799821
8/14/15,86,66,76,0,0,0,JFK,40.64749,-73.7799821
8/15/15,88,70,79,0,0,0,JFK,40.64749,-73.7799821
8/16/15,90,74,82, ,0,0,JFK,40.64749,-73.7799821
8/17/15,91,74,82.5,0,0,0,JFK,40.64749,-73.7799821
8/18/15,86,75,80.5,0,0,0,JFK,40.64749,-73.7799821
8/19/15,86,76,81,0,0,0,JFK,40.64749,-73.7799821
8/20/15,87,77,82, ,0,0,JFK,40.64749,-73.7799821
8/21/15,87,73,80,2.48,0,0,JFK,40.64749,-73.7799821
8/22/15,86,70,78,0,0,0,JFK,40.64749,-73.7799821
8/23/15,83,69,76,0,0,0,JFK,40.64749,-73.7799821
8/24/15,84,71,77.5,0,0,0,JFK,40.64749,-73.7799821
8/25/15,85,75,80,0.01,0,0,JFK,40.64749,-73.7799821
8/26/15,84,68,76,0,0,0,JFK,40.64749,-73.7799821
8/27/15,83,68,75.5,0,0,0,JFK,40.64749,-73.7799821
8/28/15,82,64,73,0,0,0,JFK,40.64749,-73.7799821
8/29/15,84,68,76,0,0,0,JFK,40.64749,-73.7799821
8/30/15,84,69,76.5, ,0,0,JFK,40.64749,-73.7799821
8/31/15,91,75,83,0,0,0,JFK,40.64749,-73.7799821
9/1/15,87,73,80,0,0,0,JFK,40.64749,-73.7799821
9/2/15,86,71,78.5,0,0,0,JFK,40.64749,-73.7799821
9/3/15,93,73,83,0,0,0,JFK,40.64749,-73.7799821
9/4/15,85,70,77.5,0,0,0,JFK,40.64749,-73.7799821
9/5/15,81,63,72,0,0,0,JFK,40.64749,-73.7799821
9/6/15,80,62,71,0,0,0,JFK,40.64749,-73.7799821
9/7/15,86,70,78,0,0,0,JFK,40.64749,-73.7799821
9/8/15,91,73,82,0,0,0,JFK,40.64749,-73.7799821
9/9/15,87,75,81,0.07,0,0,JFK,40.64749,-73.7799821
9/10/15,79,71,75,1.18,0,0,JFK,40.64749,-73.7799821
9/11/15,82,66,74,0.03,0,0,JFK,40.64749,-73.7799821
9/12/15,80,68,74,0.27,0,0,JFK,40.64749,-73.7799821
9/13/15,79,62,70.5,0.04,0,0,JFK,40.64749,-73.7799821
9/14/15,78,60,69,0,0,0,JFK,40.64749,-73.7799821
9/15/15,80,62,71,0,0,0,JFK,40.64749,-73.7799821
9/16/15,84,62,73,0,0,0,JFK,40.64749,-73.7799821
9/17/15,84,64,74,0,0,0,JFK,40.64749,-73.7799821
9/18/15,83,65,74,0,0,0,JFK,40.64749,-73.7799821
9/19/15,80,68,74,0,0,0,JFK,40.64749,-73.7799821
9/20/15,80,64,72,0,0,0,JFK,40.64749,-73.7799821
9/21/15,72,59,65.5,0,0,0,JFK,40.64749,-73.7799821
9/22/15,73,63,68,0,0,0,JFK,40.64749,-73.7799821
9/23/15,80,58,69,0,0,0,JFK,40.64749,-73.7799821
9/24/15,83,59,71,0,0,0,JFK,40.64749,-73.7799821
9/25/15,75,63,69,0,0,0,JFK,40.64749,-73.7799821
9/26/15,73,59,66,0,0,0,JFK,40.64749,-73.7799821
9/27/15,72,56,64,0,0,0,JFK,40.64749,-73.7799821
9/28/15,79,61,70,0.04,0,0,JFK,40.64749,-73.7799821
9/29/15,80,69,74.5,0.13,0,0,JFK,40.64749,-73.7799821
9/30/15,78,60,69,0.82,0,0,JFK,40.64749,-73.7799821
10/1/15,61,56,58.5,0.08,0,0,JFK,40.64749,-73.7799821
10/2/15,57,50,53.5,1.81,0,0,JFK,40.64749,-73.7799821
10/3/15,57,51,54,0.16,0,0,JFK,40.64749,-73.7799821
10/4/15,66,54,60,0,0,0,JFK,40.64749,-73.7799821
10/5/15,67,53,60,0,0,0,JFK,40.64749,-73.7799821
10/6/15,74,51,62.5,0,0,0,JFK,40.64749,-73.7799821
10/7/15,71,57,64,0,0,0,JFK,40.64749,-73.7799821
10/8/15,70,55,62.5,0,0,0,JFK,40.64749,-73.7799821
10/9/15,74,61,67.5,0.28,0,0,JFK,40.64749,-73.7799821
10/10/15,66,52,59,0,0,0,JFK,40.64749,-73.7799821
10/11/15,68,50,59,0,0,0,JFK,40.64749,-73.7799821
10/12/15,72,53,62.5,0,0,0,JFK,40.64749,-73.7799821
10/13/15,74,60,67, ,0,0,JFK,40.64749,-73.7799821
10/14/15,70,58,64,0,0,0,JFK,40.64749,-73.7799821
10/15/15,65,52,58.5,0,0,0,JFK,40.64749,-73.7799821
10/16/15,66,54,60,0,0,0,JFK,40.64749,-73.7799821
10/17/15,58,43,50.5,0,0,0,JFK,40.64749,-73.7799821
10/18/15,53,38,45.5,0,0,0,JFK,40.64749,-73.7799821
10/19/15,52,36,44,0,0,0,JFK,40.64749,-73.7799821
10/20/15,70,49,59.5,0,0,0,JFK,40.64749,-73.7799821
10/21/15,71,52,61.5,0,0,0,JFK,40.64749,-73.7799821
10/22/15,70,53,61.5,0,0,0,JFK,40.64749,-73.7799821
10/23/15,66,44,55,0,0,0,JFK,40.64749,-73.7799821
10/24/15,59,42,50.5,0,0,0,JFK,40.64749,-73.7799821
10/25/15,70,49,59.5,0.02,0,0,JFK,40.64749,-73.7799821
10/26/15,60,45,52.5,0,0,0,JFK,40.64749,-73.7799821
10/27/15,59,42,50.5,0,0,0,JFK,40.64749,-73.7799821
10/28/15,68,52,60,1.79,0,0,JFK,40.64749,-73.7799821
10/29/15,74,59,66.5,0.06,0,0,JFK,40.64749,-73.7799821
10/30/15,63,47,55,0,0,0,JFK,40.64749,-73.7799821
10/31/15,55,40,47.5,0,0,0,JFK,40.64749,-73.7799821
11/1/15,64,54,59,0,0,0,JFK,40.64749,-73.7799821
11/2/15,65,51,58,0,0,0,JFK,40.64749,-73.7799821
11/3/15,70,45,57.5,0,0,0,JFK,40.64749,-73.7799821
11/4/15,69,50,59.5,0,0,0,JFK,40.64749,-73.7799821
11/5/15,69,53,61,0.01,0,0,JFK,40.64749,-73.7799821
11/6/15,75,62,68.5, ,0,0,JFK,40.64749,-73.7799821
11/7/15,70,55,62.5,0,0,0,JFK,40.64749,-73.7799821
11/8/15,60,43,51.5,0,0,0,JFK,40.64749,-73.7799821
11/9/15,59,39,49,0,0,0,JFK,40.64749,-73.7799821
11/10/15,59,53,56,0.45,0,0,JFK,40.64749,-73.7799821
11/11/15,59,50,54.5,0.09,0,0,JFK,40.64749,-73.7799821
11/12/15,60,52,56,0.05,0,0,JFK,40.64749,-73.7799821
11/13/15,61,48,54.5,0,0,0,JFK,40.64749,-73.7799821
11/14/15,51,42,46.5,0,0,0,JFK,40.64749,-73.7799821
11/15/15,59,40,49.5,0,0,0,JFK,40.64749,-73.7799821
11/16/15,69,45,57,0,0,0,JFK,40.64749,-73.7799821
11/17/15,53,40,46.5,0,0,0,JFK,40.64749,-73.7799821
11/18/15,60,43,51.5,0,0,0,JFK,40.64749,-73.7799821
11/19/15,63,58,60.5,0.58,0,0,JFK,40.64749,-73.7799821
11/20/15,63,45,54, ,0,0,JFK,40.64749,-73.7799821
11/21/15,55,42,48.5,0,0,0,JFK,40.64749,-73.7799821
11/22/15,58,44,51,0,0,0,JFK,40.64749,-73.7799821
11/23/15,46,35,40.5,0,0,0,JFK,40.64749,-73.7799821
11/24/15,48,31,39.5,0,0,0,JFK,40.64749,-73.7799821
11/25/15,51,32,41.5,0,0,0,JFK,40.64749,-73.7799821
11/26/15,60,35,47.5,0,0,0,JFK,40.64749,-73.7799821
11/27/15,63,43,53,0,0,0,JFK,40.64749,-73.7799821
11/28/15,65,46,55.5,0.02,0,0,JFK,40.64749,-73.7799821
11/29/15,50,38,44, ,0,0,JFK,40.64749,-73.7799821
11/30/15,50,34,42,0,0,0,JFK,40.64749,-73.7799821
12/1/15,53,46,49.5,0.29,0,0,JFK,40.64749,-73.7799821
12/2/15,57,47,52,0.12,0,0,JFK,40.64749,-73.7799821
12/3/15,56,45,50.5, ,0,0,JFK,40.64749,-73.7799821
12/4/15,53,41,47,0,0,0,JFK,40.64749,-73.7799821
12/5/15,53,35,44,0,0,0,JFK,40.64749,-73.7799821
12/6/15,51,38,44.5,0,0,0,JFK,40.64749,-73.7799821
12/7/15,55,40,47.5,0,0,0,JFK,40.64749,-73.7799821
12/8/15,51,40,45.5,0,0,0,JFK,40.64749,-73.7799821
12/9/15,55,34,44.5,0,0,0,JFK,40.64749,-73.7799821
12/10/15,59,48,53.5,0,0,0,JFK,40.64749,-73.7799821
12/11/15,58,46,52,0,0,0,JFK,40.64749,-73.7799821
12/12/15,64,49,56.5, ,0,0,JFK,40.64749,-73.7799821
12/13/15,70,53,61.5, ,0,0,JFK,40.64749,-73.7799821
12/14/15,61,53,57,0.36,0,0,JFK,40.64749,-73.7799821
12/15/15,64,53,58.5,0.09,0,0,JFK,40.64749,-73.7799821
12/16/15,53,45,49,0.05,0,0,JFK,40.64749,-73.7799821
12/17/15,59,50,54.5,1.17,0,0,JFK,40.64749,-73.7799821
12/18/15,58,39,48.5,0.01,0,0,JFK,40.64749,-73.7799821
12/19/15,41,36,38.5,0,0,0,JFK,40.64749,-73.7799821
12/20/15,44,35,39.5,0,0,0,JFK,40.64749,-73.7799821
12/21/15,55,38,46.5,0,0,0,JFK,40.64749,-73.7799821
12/22/15,60,52,56,0.19,0,0,JFK,40.64749,-73.7799821
12/23/15,63,48,55.5,1.16,0,0,JFK,40.64749,-73.7799821
12/24/15,69,57,63,0.02,0,0,JFK,40.64749,-73.7799821
12/25/15,64,52,58,0.1,0,0,JFK,40.64749,-73.7799821
12/26/15,60,49,54.5,0.01,0,0,JFK,40.64749,-73.7799821
12/27/15,63,48,55.5,0.08,0,0,JFK,40.64749,-73.7799821
12/28/15,48,35,41.5,0.05,0.1,0,JFK,40.64749,-73.7799821
12/29/15,49,34,41.5,0.66, ,0,JFK,40.64749,-73.7799821
12/30/15,51,41,46,0.37,0,0,JFK,40.64749,-73.7799821
12/31/15,52,43,47.5,0.06,0,0,JFK,40.64749,-73.7799821
1/1/14,33,25,29,0,0,0,LGA,40.7769271,-73.8739659
1/2/14,32,18,25,0.18,3.4,0,LGA,40.7769271,-73.8739659
1/3/14,19,10,14.5,0.25,4.5,7,LGA,40.7769271,-73.8739659
1/4/14,28,9,18.5,0,0,8,LGA,40.7769271,-73.8739659
1/5/14,50,25,37.5,0.1,0,4,LGA,40.7769271,-73.8739659
1/6/14,53,20,36.5,0.31,0, ,LGA,40.7769271,-73.8739659
1/7/14,20,4,12,0,0,0,LGA,40.7769271,-73.8739659
1/8/14,26,9,17.5,0,0,0,LGA,40.7769271,-73.8739659
1/9/14,33,23,28,0,0,0,LGA,40.7769271,-73.8739659
1/10/14,35,27,31,0.15,0.1,0,LGA,40.7769271,-73.8739659
1/11/14,56,34,45,0.5,0,0,LGA,40.7769271,-73.8739659
1/12/14,54,39,46.5,0.02,0,0,LGA,40.7769271,-73.8739659
1/13/14,50,35,42.5,0,0,0,LGA,40.7769271,-73.8739659
1/14/14,50,43,46.5,0.38,0,0,LGA,40.7769271,-73.8739659
1/15/14,46,36,41,0,0,0,LGA,40.7769271,-73.8739659
1/16/14,41,36,38.5, ,0,0,LGA,40.7769271,-73.8739659
1/17/14,46,33,39.5,0,0,0,LGA,40.7769271,-73.8739659
1/18/14,39,29,34,0.15, ,0,LGA,40.7769271,-73.8739659
1/19/14,38,25,31.5,0,0,0,LGA,40.7769271,-73.8739659
1/20/14,46,32,39, , ,0,LGA,40.7769271,-73.8739659
1/21/14,32,12,22,0.25,8.1,0,LGA,40.7769271,-73.8739659
1/22/14,18,7,12.5, , ,8,LGA,40.7769271,-73.8739659
1/23/14,21,8,14.5,0,0,5,LGA,40.7769271,-73.8739659
1/24/14,20,11,15.5,0,0,4,LGA,40.7769271,-73.8739659
1/25/14,27,19,23,0.02,0.2,4,LGA,40.7769271,-73.8739659
1/26/14,32,18,25, ,0.1,4,LGA,40.7769271,-73.8739659
1/27/14,44,21,32.5,0,0,3,LGA,40.7769271,-73.8739659
1/28/14,21,13,17,0,0,1,LGA,40.7769271,-73.8739659
1/29/14,23,14,18.5,0.05,0.3,1,LGA,40.7769271,-73.8739659
1/30/14,29,18,23.5,0,0, ,LGA,40.7769271,-73.8739659
1/31/14,39,26,32.5,0,0,0,LGA,40.7769271,-73.8739659
2/1/14,44,32,38,0,0, ,LGA,40.7769271,-73.8739659
2/2/14,55,30,42.5, ,0, ,LGA,40.7769271,-73.8739659
2/3/14,42,29,35.5,1.08,7.1,1,LGA,40.7769271,-73.8739659
2/4/14,36,25,30.5,0,0,7,LGA,40.7769271,-73.8739659
2/5/14,34,29,31.5,1.18,3.3,8,LGA,40.7769271,-73.8739659
2/6/14,30,22,26,0,0,7,LGA,40.7769271,-73.8739659
2/7/14,33,25,29,0,0,6,LGA,40.7769271,-73.8739659
2/8/14,29,22,25.5,0,0,6,LGA,40.7769271,-73.8739659
2/9/14,29,21,25,0.1,1.2,6,LGA,40.7769271,-73.8739659
2/10/14,29,22,25.5,0,0,7,LGA,40.7769271,-73.8739659
2/11/14,26,18,22,0,0,7,LGA,40.7769271,-73.8739659
2/12/14,25,14,19.5,0,0,6,LGA,40.7769271,-73.8739659
2/13/14,36,24,30,1.68,7.7,9,LGA,40.7769271,-73.8739659
2/14/14,40,31,35.5,0.25,3.2,13,LGA,40.7769271,-73.8739659
